lr-AdamW/pg1,lr-AdamW/pg2,lr-AdamW/pg3,step,CD_Loss,MSE_Bias_Loss,MSE_Var_Loss,epoch
,,,744,-155.43910217285156,0.23154316842556,0.5804787278175354,1
0.0005,0.0005,0.0005,749,,,,
,,,749,-83.43292236328125,0.22060993313789368,0.5742161273956299,1
0.0005,0.0005,0.0005,754,,,,
,,,754,-109.56315612792969,0.22850655019283295,0.5882228016853333,1
0.0005,0.0005,0.0005,759,,,,
,,,759,-117.91032409667969,0.24033834040164948,0.575261116027832,1
0.0005,0.0005,0.0005,764,,,,
,,,764,-88.57717895507812,0.2478896528482437,0.6028897762298584,1
0.0005,0.0005,0.0005,769,,,,
,,,769,-77.22773742675781,0.23909446597099304,0.59739750623703,1
0.0005,0.0005,0.0005,774,,,,
,,,774,-113.6552505493164,0.23229339718818665,0.5982057452201843,1
0.0005,0.0005,0.0005,779,,,,
,,,779,-113.65608215332031,0.24785533547401428,0.6013969779014587,1
0.0005,0.0005,0.0005,784,,,,
,,,784,-117.45338439941406,0.2331703007221222,0.5947411060333252,1
0.0005,0.0005,0.0005,789,,,,
,,,789,-184.3180694580078,0.2169039249420166,0.5678525567054749,1
0.0005,0.0005,0.0005,794,,,,
,,,794,-131.57493591308594,0.23100876808166504,0.5931047797203064,1
0.0005,0.0005,0.0005,799,,,,
,,,799,-19.436641693115234,0.23868276178836823,0.584801971912384,1
0.0005,0.0005,0.0005,804,,,,
,,,804,-118.16893768310547,0.23011741042137146,0.5759428143501282,1
0.0005,0.0005,0.0005,809,,,,
,,,809,-81.50526428222656,0.23757992684841156,0.5939672589302063,1
0.0005,0.0005,0.0005,814,,,,
,,,814,-151.0054473876953,0.22809641063213348,0.5739320516586304,1
0.0005,0.0005,0.0005,819,,,,
,,,819,-89.12527465820312,0.22597083449363708,0.5706323385238647,1
0.0005,0.0005,0.0005,824,,,,
,,,824,-176.3788604736328,0.23044738173484802,0.5790488719940186,1
0.0005,0.0005,0.0005,829,,,,
,,,829,-62.8657112121582,0.23838534951210022,0.5914312601089478,1
0.0005,0.0005,0.0005,834,,,,
,,,834,-41.00419998168945,0.23152485489845276,0.589781641960144,1
0.0005,0.0005,0.0005,839,,,,
,,,839,-114.04005432128906,0.2337230145931244,0.5934069156646729,1
0.0005,0.0005,0.0005,844,,,,
,,,844,-107.66201782226562,0.22670841217041016,0.5826667547225952,1
0.0005,0.0005,0.0005,849,,,,
,,,849,-98.36219787597656,0.23912052810192108,0.58274245262146,1
0.0005,0.0005,0.0005,854,,,,
,,,854,-126.57941436767578,0.24049116671085358,0.5957576036453247,1
0.0005,0.0005,0.0005,859,,,,
,,,859,-111.5888442993164,0.21758322417736053,0.5662720799446106,1
0.0005,0.0005,0.0005,864,,,,
,,,864,-164.5249786376953,0.22372572124004364,0.5670508742332458,2
0.0005,0.0005,0.0005,869,,,,
,,,869,-147.0009307861328,0.23040872812271118,0.5889489054679871,2
0.0005,0.0005,0.0005,874,,,,
,,,874,-164.45191955566406,0.22124451398849487,0.5715891718864441,2
0.0005,0.0005,0.0005,879,,,,
,,,879,-135.31703186035156,0.2278585433959961,0.5855927467346191,2
0.0005,0.0005,0.0005,884,,,,
,,,884,-121.55145263671875,0.22538508474826813,0.583564281463623,2
0.0005,0.0005,0.0005,889,,,,
,,,889,-49.76380157470703,0.23291732370853424,0.5827547907829285,2
0.0005,0.0005,0.0005,894,,,,
,,,894,-119.5003662109375,0.23440416157245636,0.5965260863304138,2
0.0005,0.0005,0.0005,899,,,,
,,,899,-108.84814453125,0.23280175030231476,0.5799815654754639,2
0.0005,0.0005,0.0005,904,,,,
,,,904,-106.64743041992188,0.23760053515434265,0.5883622169494629,2
0.0005,0.0005,0.0005,909,,,,
,,,909,-108.76356506347656,0.23323026299476624,0.6003466248512268,2
0.0005,0.0005,0.0005,914,,,,
,,,914,-143.74427795410156,0.22713665664196014,0.5794410109519958,2
0.0005,0.0005,0.0005,919,,,,
,,,919,-156.1690216064453,0.2318805456161499,0.5796695351600647,2
0.0005,0.0005,0.0005,924,,,,
,,,924,-163.07240295410156,0.2271495759487152,0.5901209712028503,2
0.0005,0.0005,0.0005,929,,,,
,,,929,-172.06167602539062,0.22260482609272003,0.5801384449005127,2
0.0005,0.0005,0.0005,934,,,,
,,,934,-136.95166015625,0.23288537561893463,0.5726442337036133,2
0.0005,0.0005,0.0005,939,,,,
,,,939,-160.00872802734375,0.23013807833194733,0.5809141993522644,2
0.0005,0.0005,0.0005,944,,,,
